0,17499,70F8CF7C5C507F2516147ADAA7765A80,34,37
1,17499,8AA64E54F0D85F9E3A11D8BEC6684D73,24,37
2,17499,38E9497B43759F699AC0158700F862A5,37,37
3,17499,CC07331E11F3412953B2EC8E181D92D4,37,36
4,17499,DDCEB394A1906836F0DA6DD754CA11B5,37,36
5,17499,BC0ACC2B7564C0387CC1E42E479EF9D6,37,36
6,17499,AC7AF470415F1F28A3CF938731C75D87,37,36
7,17499,E5FC5820B6BF4CD238FEC0077B487F85,37,36
8,17499,2B17318EF91225E9BBC9B91FCDC09F0E,37,36
9,17499,D6D674630F220B2E13B4FF288A8EAF7C,37,36
10,17499,BD5E102B236954A0FB8CB95D588AAFB1,37,36
11,17499,CFE7A5B5E203D0857AA063B8991422B2,37,36
12,17499,762BFE7A72A19F417B66B79745B56C28,37,36
13,17499,14F0C03BD9E722A7183DCF6923E1C4EC,37,35
14,17499,134E9610FCB319BC126730359E76A2C1,35,34
15,17499,EE26EB06BE8A1F123CFC8F5B3F08B039,36,34
16,17499,D4788BCF2AF1E82D5B5427C2CF9AE524,37,34
17,16386,6F697CBDF874FCB0CE44278A47E4399E,38,43
18,16386,1A7B0BA66424E4C340B1712BA76DC8E2,39,43
19,16386,321032A5C3D03F7B14B4C458FC3690CB,6,44
20,16386,2924741E0D90976A3467B0E8C3ADF1FF,37,44
21,16386,4D3D88C108DEEA752FFAE99734DDD1C4,16,44
22,16386,5BE78316291482837788869F7A667AAD,42,45
23,16386,5B05095307F6ECD3E4F9DCE7F18B2D73,42,45
24,16386,BD24D9425AB65D9B06D4A18109818BFF,38,45
25,16386,98F3B0668842FBF913E61080EC6C6BA0,43,47
26,16386,A870B25CBF8F659763AAA9F23DF87DB9,46,47
27,16386,2F08F03A0C5B4A6720F14ABFD41C128C,40,48
28,16386,AFC45B35891F141A16B81FE31C6DDAA7,42,49
29,16386,BE591993346B44C68A4F8FBCF88B6E5E,45,49
30,16386,BA730A99C6E722021510F58E40415BA7,39,27
31,16386,3CAF514254D686106DA19531F28166EC,29,27
32,16386,35D9E557AEBAA5DAC19B4841ED17263B,30,27
33,16386,F43706EB1C2B93E29B0CE9BF4B49274B,28,27
34,16386,93E2A9DEBA7B862E923F27D13CFC9A54,40,27
35,16386,52996498302D2158F39024120B0796EE,28,27
36,16386,D1AC4C9E249EEE86695C2C020A8B7511,41,27
37,16386,CEED9BC02EACC3E9D5EC958349E8796E,30,26
38,16386,F2EBB80CB2988905E0A6CDEB6BEDE43C,36,26
39,16386,9239D9CF76623590E023372AA5E79D59,35,25
40,16386,F0AAFB55346B4FD2DAB2D252DE850BE0,27,24
41,16386,C3B459EDDAAD830A01FC24694C108AF7,40,22
42,16386,4B4DC306C2B9EE0F9EA7D3094A5A83A6,23,22
43,16386,18412D6516161980D433D8311713A3D0,32,22
44,15858,7D8A69D6709D023BE66E868646BE46A7,3,10
45,15858,28086FC5144C4B959FAD4A5310A33ADC,3,10
46,15858,3478AEDD86811D82D702A1DEFB55D976,3,10
47,15858,B6EA04C1994ACF1A034BB77232B92B64,3,10
48,15858,23D1899846EA93C529ADA84A29A13D76,3,10
49,15858,A77186F39C5F196392B07583DB1EE38D,3,10
50,15858,DB2EAA2909656408E174F6869097A8B4,3,10
51,15858,505818D6BC6C0DA88DF343F51E4B4A03,3,10
52,15858,717892515E096A9A1E648602F18FE89C,3,10
53,15858,309A2E74ACA0966E139ED13CEFF7E85A,3,10
54,15858,64998AA462EF654DADD6809599BC6F27,3,10
55,15858,21D3D53281D3E46C51A40242543BF511,3,10
56,15858,72F7E33E6A6A5BF63DAFC0D2186769BF,3,10
57,15858,E12909051E1F23CA0F8CB3089C0D88F8,3,10
58,15858,E80A5285FBEFEACD45295475B8E330FB,3,10
59,15858,EF37EB8492FDF5256626E28DC8166CE5,3,10
60,15858,7FFFC6C21D961CACCEDC92B79942800A,3,10
61,15858,5E511A01DC6AEF615BC69F27082B7915,3,10
62,13532,161CE54CE9FA708F21334DC1B2C2478F,16,7
63,13532,1552F5F1C073F53D08ACA84803CF4D48,14,7
64,13532,E7D9F49565F6B95CDB9F9E4DA2B4FFB7,9,7
65,13532,8F91D5A7179993864540B60D8048ED91,9,5
66,13532,949A175E98474CC59D1B6A4DB846C155,7,5
67,13532,5BC4F445BAC404549F99ADC3CFED2BF1,7,5
68,13532,5E15024C96948E59BE0CC9763D34C996,15,5
69,13532,15E2F6AF4C53D46B09E99DB8078ACE2D,14,5
70,13532,15841B92D1174137377B29D02354080F,8,4
71,13532,75950353611E1CD68BD5EABE8B8A07CE,20,4
72,13532,F36C1C35CFFE4E1D6CECAC82932B581A,14,4
73,13532,2C7D380292FE35A9519CA4FE2FA84BDA,15,4
74,13532,1D21E45C84B475E82778389AF580D60A,15,1
75,13532,844D3EDAFF5AB386DFBCB94B48BB66F8,15,1
76,13532,447EB84866EB0A3BC4B429BF19D9E7F4,3,3
77,13532,D12401E2590DEFC9A041B946F4E19A10,1,3
78,13532,B0A8486399F708D467BAE1B91839B693,3,4
79,13532,80E85834F6FB5E411D345A0B90AD1ACF,3,4
80,13532,F98E51FE73DDB4C85FE3C3229CD3C253,4,6
81,13532,CE2412F4D19D14ED78B7F010419E2B0D,3,7
82,13532,C61C4BDC92047DB3F0AA9E5DA1A5889F,5,7
83,13532,0E965C27B39AF2B2B7B973B728A42BE9,1,7
84,13532,441D56189F33AB8B0890DFD8D1BF56AF,5,8
85,13532,AF0FABF69E618398726C55F3403C1565,5,8
86,13532,F059BB5FE3B8CFAF2A20A1F1736D159F,4,8
87,13532,4FB089868327F6CDEBB1D9ECECD980E2,1,8
88,13532,97DC2D4CD7986D687C6D469B033B3D29,13,4
89,13532,6AA981CAE39F10C85BD92D61CEE9F59F,16,4
90,13532,C716BFAE47A1BC34E3139D63F4A663C0,5,4
91,13532,9B416DBCB47B1600535D231603868112,6,4
92,13532,7E5EA33B6BF4D15E594A08902190534C,14,4
93,13532,01A61799CD24981AB4803DF29A64C7CB,15,4
94,13532,0AA4B771119F7A41EDD167E448F33F51,16,3
95,13532,FE2A33097AA4C4B0926B931D99441222,9,3
96,13532,20D97EFB587BDE8CF34640CF061817B2,3,3
97,13532,AF0555E7C52BDE8336A73933534E0EC2,3,3
98,13532,A4FE55116FF5A1CCFE46306E4569AC60,28,3
99,13532,98D105FA2272F1E383424D221659C415,9,3
100,13532,97D1263F118CC2B0697FE78EAD641BB1,4,3
101,13532,428F371F4D7D37B1CB1FC3DF4CF67CD0,7,3
102,13532,0479834DF2825CA029E5FFB5CF955853,15,3
103,13532,981A52039FF9BC9841E5A44B97F67A5B,3,3
104,13532,6E6176C2E2AB8AECD5D3644E24D81DF0,9,3
105,13532,80041E05B85CC11234C5FF8E2AFDDD41,6,3
106,13532,15271F69E335D314A1F6E0C6BAD5984C,3,1
107,13532,2FD914440197BA6B31911885E2782F50,3,1
108,13532,C9EDF8F8FBFAEA50368382090073EDA2,7,1
109,13532,225AA7A472CAD5A99D1E0CC26772EF73,3,1
110,13532,E16EA051B991EDF71223C7EE62D770DA,19,1
111,17542,E323E4E8E65619B70F4367642C3E8B9A,3,9
112,17542,605B32660AB8D378270CA7618DCF8865,1,9
113,17542,C5F5127D72BB8113F554FDC7BE4C6097,1,9
114,17542,60437AB386ED3220E263C97FF8722E16,1,9
115,17542,B45548353489BA4058E8E8806B28A2DD,1,9
116,17542,2EC10FC56AF6F7548F5405C6131F8F1F,1,9
117,17542,45425FFA652F0600E579889EEA4449A8,1,9
118,17542,7BD534086D6352497EAB9C5FF5655445,5,9
119,17542,B39F069F677AADB2E0D070897C78D54C,1,9
120,17542,B39F069F677AADB2E0D070897C78D54C,1,9
121,17542,B39F069F677AADB2E0D070897C78D54C,1,9
122,17542,1617D0A95A5F57A77E8244EEF492C749,9,7
123,17542,3C6DC824647A8D894AFC1DEBC132024A,9,7
124,17542,C4973F2FE3A98B3470D13DB29B05AEA3,9,6
125,17542,5FE9AB24EBE5220F301C7D3047F47138,9,5
126,17542,20F761EC0423097FE0F1C33C33B8D0E0,9,1
127,17542,DBFEFF6E5BD318E2685976D627AC7A93,6,1
128,17542,A8C81C0C2EC91216925A829BD3D45D29,9,1
129,17542,C0B4DD3FE99A4A8F6F8BFF8CD86E8F5A,5,1
130,17542,A840F01C78B62AB147EC8A82311B2B80,9,1
131,17542,7A2A1E99F17C0D55D30FF2FF2D3C000C,1,7
132,17542,2966C31FCD27EC4AC858B1EB9F9852C2,1,9
133,17542,25456151C3A5C0AA699EEE0D14290BE4,26,9
